,date,imoex,SBER,GAZP,LKOH,SBERP,GMKN,NVTK,YNDX,TATN,TATNP,SNGS,POLY,ROSN,TCSG,PLZL,SNGSP,MGNT,MTSS,ALRS,PHOR,PIKK,RUAL,VTBR,NLMK,CHMF,IRAO,MAGN,RTKM,TRNFP,HYDR,AGRO,AFLT,AFKS,MFON,CBOM,FEES,LNTA,LSRG,MTLR,UPRO,TRMK,MVID,QIWI,SELG,MTLRP,NMTP,RSTI,UWGN,MSNG
240,2023-01-01,2225.6,158.07,158.1,3955.0,155.47,15144.0,1029.8,2047.2,328.8,326.8,23.17,476.0,340.75,2772.0,9478.0,28.14,4665.0,249.65,62.0,6465.0,619.1,42.5,0.01695,116.8,929.0,3.4985,35.945,58.61,89300.0,0.7838,673.8,28.0,12.711,,7.611,0.0865,,457.4,113.95,1.48,83.58,177.7,458.0,48.48,156.25,5.36,,,1.772
241,2023-02-01,2253.16,169.82,157.66,3990.0,167.73,14498.0,1065.0,2015.0,328.3,332.2,22.73,499.4,358.4,2567.5,8788.5,27.935,4594.0,260.15,60.52,6763.0,622.0,39.765,0.01646,125.2,1055.0,3.4215,39.07,58.73,91650.0,0.7867,700.0,28.2,13.0,,7.278,0.0893,,481.6,126.76,1.6,88.08,179.1,465.0,48.18,166.8,5.555,,,2.0075
242,2023-03-01,2450.67,216.6,169.83,4352.5,215.84,15010.0,1155.2,1901.6,373.7,369.5,23.52,562.9,380.9,2486.5,9441.5,31.645,4610.0,257.85,65.99,7504.0,654.7,40.4,0.01814,130.44,1050.6,3.705,39.94,61.28,106150.0,0.821,711.0,31.65,14.787,,7.158,0.09916,,507.2,153.82,1.928,100.08,191.8,527.0,48.77,172.3,6.53,,,2.3015
243,2023-04-01,2634.94,240.38,181.13,4674.5,239.39,14572.0,1340.8,2070.6,404.0,406.5,25.085,653.7,393.8,2754.0,10404.0,35.205,4686.5,272.15,67.75,7276.0,688.9,40.865,0.02222,137.28,1002.0,4.07,39.61,65.49,120300.0,0.8274,785.8,40.24,15.791,,6.857,0.10764,,590.0,191.49,1.964,101.22,201.0,614.5,51.34,208.75,7.43,,,2.4385
244,2023-05-01,2717.64,246.17,162.94,5569.0,241.13,14580.0,1298.4,2324.2,443.2,444.3,24.425,625.9,450.1,3317.5,10594.0,31.545,4293.5,317.1,65.79,7692.0,711.6,39.095,0.0222,147.16,1024.0,4.0855,40.67,73.15,133300.0,0.8482,866.0,40.06,15.883,,6.024,0.10332,,738.0,177.2,1.932,116.0,190.3,658.0,50.23,192.95,8.0,,,2.711
245,2023-06-01,2797.37,239.61,166.86,5079.0,236.96,14726.0,1335.0,2439.6,505.7,501.5,28.44,523.4,482.35,3280.0,10804.0,41.79,5156.0,296.75,70.3,7310.0,758.3,39.23,0.021685,172.74,1174.0,4.037,47.41,71.83,141950.0,0.8632,975.0,42.7,17.466,,6.785,0.09916,,869.0,179.92,1.793,168.88,190.2,658.5,50.39,188.1,9.77,,,3.1105
246,2023-07-01,3073.5,267.4,174.33,5938.0,265.29,16712.0,1519.4,2635.0,523.5,515.5,29.785,556.4,508.75,3546.5,11892.0,46.795,5797.5,290.1,85.5,7548.0,783.9,44.18,0.025815,211.44,1367.6,4.1605,53.5,74.79,122400.0,0.8698,1114.2,45.63,18.875,,7.256,0.12224,,774.6,216.64,2.137,208.02,218.3,614.5,73.1,226.55,10.275,,,3.027
247,2023-08-01,3227.99,264.85,177.99,6830.0,264.75,16832.0,1684.8,2689.0,590.2,584.6,31.34,,556.15,3670.5,11671.0,49.765,6080.0,284.1,81.27,7314.0,827.0,42.0,0.028825,204.3,1427.4,4.192,55.765,75.88,132850.0,0.9917,1242.4,44.02,18.385,,7.092,0.13226,,748.2,206.01,2.379,265.8,196.0,664.5,85.99,235.2,15.1,,,3.0445
248,2023-09-01,3133.26,260.72,167.09,6677.0,260.41,16188.0,1666.2,2402.2,625.4,614.3,31.53,515.1,537.0,3258.5,11418.0,57.935,5505.0,275.05,73.81,6783.0,742.4,41.285,0.0257,209.42,1368.4,4.2925,52.46,73.42,142100.0,0.8734,1190.8,41.5,17.18,,7.04,0.12528,,705.4,202.81,2.306,220.98,186.2,639.0,79.44,225.25,12.96,,,3.076
249,,3200.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
